OBJECTID *,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,VDCN_10m,IA_DHPFP,Cedar,Nish,Iowa,DesMoines,Missouri,IAphysregionsv4,X_100,Y_100
1516,NASIS,1973IA033042,40058,-93.279915,43.147774,30,45,25,Point,0.363006,-0.549988,0.000131,9.066611,3.092651,6,-36177.34,207135.4,40838.34,90774.28,256812.2,6,477215.5,4777274
1517,NASIS,1974IA033073,27229,-93.291901,43.145126,26,54,20,Point,0.415073,0.690002,-0.000041,9.14002,11.13733,1,-37169.48,206197.7,39944.96,89762.46,255815.3,6,476215.5,4776974
1518,NASIS,1973IA033077,26931,-93.319679,43.133312,29,49,22,Point,2.163858,-0.139954,-0.000562,7.823646,1.283936,4,-39719.01,203701.3,37518.13,87207.16,253633.1,6,474015.5,4775674
1519,NASIS,M75IA033080,27628,-93.250259,43.164425,28,55,17,Point,0.248501,-1,-0.000172,6.967171,8.794098,5,-33178.91,210120.1,43790.52,93758.47,259200.9,6,479615.5,4779074
1520,NASIS,M72IA033081,26494,-93.259354,43.1763,27.299999,53.900002,18.799999,Point,0.256565,2.969971,0.000205,10.30895,12.18866,1,-32977.11,210558.5,44355.16,93894.63,258500.3,6,478915.5,4780474
1521,NASIS,1972IA033086,26502,-93.273537,43.16354,28,58,14,Point,0.828196,3.059998,0.000467,9.810038,12.13156,1,-34807.61,208657.9,42436.42,92083.93,257301.3,6,477715.5,4778974
1522,NASIS,M74IA033088,27382,-93.310013,43.174397,25,47,28,Point,1.616684,0.799988,0.000172,8.839788,21.25986,2,-36566.65,207442.3,41601.08,90334.98,254400.1,6,474815.5,4780274
1523,NASIS,M72IA033110,26535,-93.184616,43.133976,31,56,13,Point,1.251315,-0.429993,-0.000147,8.014368,13.87131,5,-30537.85,211880.2,45446.78,96796.13,264631.8,6,485015.5,4775674
1524,NASIS,M73IA033038,39909,-93.136177,43.149136,26,49,25,Point,3.240742,1.409973,0.000142,8.299672,14.32486,3,-26309.31,215943.4,49563.39,101039.8,268510.7,6,488915.5,4777374
1525,NASIS,M73IA033046,40064,-93.139908,43.132511,16,40,44,Point,4.455151,4.26001,0.001918,9.197576,4.734589,3,-27513.81,214547,48244.79,99952.49,268232.9,6,488615.5,4775574
1526,NASIS,1973IA033103,26877,-93.123581,43.159149,26,48,26,Point,3.298212,0.400024,0.000099,9.387781,24.41635,3,-24894.38,217418.7,51027.25,102436.3,269503.1,6,489915.5,4778474
1527,NASIS,1973IA033104,26864,-93.133186,43.154182,34,47,19,Point,0.463348,-0.799988,-0.000077,8.928182,17.88556,5,-25749.76,216562,50167.72,101584,268806,6,489215.5,4777974
1528,NASIS,M72IA033060,40071,-93.062775,43.157627,32,54,14,Point,0.612265,5.649963,0.000078,7.800627,23.27454,1,-20800.24,221106.9,54948.16,106794.8,274504.1,6,494915.5,4778274
1529,NASIS,1975IA033067,26954,-93.043671,43.13353,32,49,19,Point,0.171275,0.590088,0.000247,8.351263,23.34845,1,-21077.24,220615.4,54794.98,107020.6,276030.4,6,496415.5,4775674
1530,NASIS,M73IA033071,26865,-93.063194,43.164188,29,56,15,Point,1.011531,-1.349976,0.000024,9.451214,16.34613,5,-20415.68,221543.1,55323.14,107064.5,274400.9,6,494815.5,4779074
1531,NASIS,M73IA033079,26912,-93.044838,43.145748,26.1,42.700001,31.200001,Point,4.129415,11.35999,0.003489,5.859545,21.35413,3,-20537.28,221358.8,55397.93,107483.4,275914.2,6,496315.5,4776974
1532,NASIS,M72IA033082,26535,-93.070519,43.161476,22,50,28,Point,4.30414,2.950012,0.000572,8.139276,20.73376,3,-20997.62,220967.2,54741.67,106482.9,273901.8,6,494315.5,4778774
1533,NCSS,S1974IA033003,6/1/1974,-93.062775,43.157501,34.6,52.6,12.8,Point,1.178054,6.130005,0.001382,10.02951,23.13916,1,-20800.24,221106.9,54948.16,106794.8,274504.1,6,494915.5,4778274
1534,NASIS,1983IA067004,30329,-92.793095,43.155234,26.4,53.599998,20,Point,0.518251,1.940063,0.000133,8.213149,33.07285,1,-2385.372,238228.7,73963.84,126485.8,296404.9,6,516815.5,4778074
1535,NASIS,1986IA037208,40276,-92.084557,43.170406,27.6,52.900002,19.5,Point,2.237302,-0.530029,-0.000213,7.733479,33.37436,4,44452.45,287687.2,114836.3,179892.3,354000,6,574415.5,4780174
1536,NASIS,1965IA191121,40211,-92.050453,43.166565,22,60,18,Point,1.878487,-2.740051,-0.000048,8.523944,24.73178,4,46680.4,289920.4,116541.6,182044.1,356800,6,577215.5,4779774
1537,NCSS,S1959IA191020,7/16/2014,-92.042333,43.158989,16,53,31,Point,1.381754,-0.659973,0.000213,8.988406,25.03424,5,46750.83,290000.4,116348.5,182078.3,357401.1,6,577815.5,4778874
1538,NCSS,S1959IA191015,7/16/2014,-92.052688,43.166118,22,60,18,Point,0.856434,-0.169983,0.000025,9.056932,26.06622,5,46456.97,289697.1,116328.5,181821.5,356600,6,577015.5,4779674
1539,NCSS,S1959IA191017,7/16/2014,-92.020649,43.155119,20,47,33,Point,3.548802,0.029968,0.000068,11.51996,27.76849,3,48100.73,291376.1,117383.2,183403.9,359202.3,6,579615.5,4778474
1540,NCSS,S1959IA191006,7/14/2014,-91.952534,43.129721,15.8,44,40.2,Point,2.34054,3.200012,0.000145,6.932156,24.24118,2,51858.46,295000.1,119781.2,186858.4,364821.9,6,585215.5,4775774
1541,NCSS,S1959IA191026,7/17/2014,-91.871359,43.132288,10,45,45,Point,2.330254,-3.359985,-0.000534,7.018676,29.49026,4,58031.8,300976.3,125081.5,192763.1,371418.4,11,591815.5,4776174
1542,NCSS,S1985IA0810031,10/1/1985,-93.790236,43.216543,20.3,33.3,46.4,Point,4.862141,4.519958,0.001954,7.980104,18.86472,3,-70628.04,185200.4,40428.21,64733.61,215460.4,0,435815.5,4785174
1543,NASIS,S1982IA081096,30165,-93.76039,43.22426,31.5,56.900002,11.6,Point,0.671424,-5.01001,-0.000016,11.27422,6.657227,5,-68104.63,187282.9,40440.08,67176.48,217879.9,0,438215.5,4785974
1544,NASIS,1975IA033005,39855,-93.300346,43.212456,25,47,28,Point,0.764337,2.090027,0.000297,8.071157,23.60596,1,-33898.82,210939.9,45467.46,93360.22,255237.9,6,475615.5,4784474
1545,NASIS,M74IA033035,39904,-93.280342,43.220356,22,45,33,Point,0.840858,3.030029,-0.001542,9.382012,11.51944,1,-32109.97,212643.1,47046.46,95129.23,256852.6,6,477215.5,4785374
1546,NASIS,1973IA033044,40059,-93.265205,43.19804,25,50,25,Point,0.320013,0.25,-0.000177,9.135455,17.35696,1,-32150.27,211841.4,45868.62,94771.57,258015.2,6,478415.5,4782874
1547,NASIS,1974IA033056,40067,-93.259766,43.21862,20,45,35,Point,0.286465,-0.729981,-0.000024,9.094623,4.065704,6,-30634.13,213793.8,47984.27,96469.73,258550.3,6,478915.5,4785174
1548,NASIS,M74IA033059,40071,-93.310341,43.192684,16,24,60,Point,1.424967,1.829956,-0.000178,7.050438,14.98776,4,-35602.25,208830.8,43209.38,91448.4,254409.5,6,474815.5,4782274
1549,NASIS,1974IA033075,27229,-93.299562,43.218877,14,16,70,Point,2.529266,-2.859985,-0.003213,7.772997,2.486053,4,-33459.38,211501.9,46100,93846.73,255350.9,6,475715.5,4785174
1550,NASIS,M72IA033085,26492,-93.112556,43.220451,17.5,64.300003,18.200001,Point,0.608081,-2.170044,-0.000307,10.02787,3.647949,6,-20472.66,222580.1,56116.4,106552.4,270450,6,490815.5,4785274
1551,NCSS,87IA131002,6/1/1988,-92.904087,43.214167,26.9,56.9,16.2,Point,1.394924,3.080078,0.000165,9.962379,15.87769,1,-7156.116,235075.9,69180.92,121150.6,287435.2,6,507815.5,4784574
1552,NCSS,87IA131001,6/1/1988,-92.904087,43.213333,26.2,52.1,21.7,Point,3.763646,-5.030029,-0.002632,12.14536,13.49088,3,-7240.166,235013,69126.91,121106.1,287433.7,6,507815.5,4784474
1553,NASIS,1963IA131054,39864,-92.80986,43.233555,24.299999,52.900002,22.799999,Point,0.04506,2.740051,0.000193,11.55926,16.88858,1,-500,242388.5,76797.13,128943.5,295076.1,6,515415.5,4786774
1554,NASIS,1961IA089Kenyon101,40714,-92.376091,43.217838,22.9,42.700001,34.400002,Point,2.832693,2.330017,0.000626,6.757327,29.35095,2,29123.87,270116.7,103128.7,160423.6,330339.4,6,550715.5,4785174
1555,NCSS,S1965IA089936,11/18/1965,-92.29819,43.23508,18.8,39.3,41.9,Point,0.513168,-0.289978,-0.001626,10.30181,3.386719,6,35496.76,276485.4,108528.8,167014.5,336674.9,6,557015.5,4787174
1556,NCSS,S1965IA089935,12/10/2014,-92.29623,43.23637,18.8,39.3,41.9,Point,0.704524,1.960022,-0.000459,7.792344,2.539459,6,35638.18,276623.7,108669.2,167144.5,336777,6,557115.5,4787274
1557,NCSS,S1990IA191004,5/7/1990,-91.69785,43.183487,18.8,76.8,4.4,Point,6.684381,5.940002,0.000699,7.311599,61.49948,3,73223.63,316119.7,139780.8,207879.4,385404.7,11,605815.5,4781974
1558,NCSS,S1984IA005003,9/6/1984,-91.580456,43.227291,28.3,68.9,2.8,Point,1.022963,-4.199951,-0.000138,11.22364,82.18411,5,83957.37,326900.9,150454.4,218661.8,394962,11,615315.5,4787074
1559,NCSS,S1987IA005006,9/2/1987,-91.576227,43.230777,25.4,71.1,3.5,Point,2.304797,-0.679932,-0.000332,9.86251,86.74603,4,84390.82,327351.3,150932.5,219115.9,395269.3,11,615615.5,4787474
1560,NCSS,S1987IA005005,8/31/1987,-91.576053,43.230843,31.4,66.1,2.5,Point,1.694128,-1.75,-0.000196,9.86251,86.20798,4,84390.82,327351.3,150932.5,219115.9,395269.3,11,615615.5,4787474
1561,NASIS,S1979IA189001,29084,-93.883375,43.284028,26.1,34.200001,39.700001,Point,8.288567,1.199951,0.000859,10.97983,7.971741,3,-75108.26,187101.3,-50329.41,61707.78,208287.5,0,428315.5,4792774
1562,NASIS,1973IA033023,39871,-93.437477,43.250271,20,33,47,Point,4.94451,-8.02002,-0.002657,7.333351,4.377319,3,-42129.56,206237.4,44093.77,87264.2,244251.5,2,464515.5,4788674
1563,NASIS,M72IA033036,39904,-93.451286,43.255024,29,51,20,Point,1.042365,1.480042,0.000032,8.006359,16.67227,1,-42975.46,205938.8,44304.06,86849.13,243174.1,2,463415.5,4789274
1564,NASIS,1973IA033057,40070,-93.433662,43.242611,21,57,22,Point,2.103676,3.369995,0.000618,11.06099,17.10297,2,-42123.27,205852.5,43445.71,86960.28,244524.4,2,464815.5,4787874
1565,NASIS,1973IA033063,26892,-93.438248,43.248772,20,49,31,Point,0.262363,-2.700012,-0.001161,9.084997,0.944122,6,-42257.31,206096.1,43965.89,87123.02,244148,2,464415.5,4788574
1566,NASIS,1973IA033078,26886,-93.46225,43.255043,37,56,7,Point,0.7119,0.840027,-0.000191,7.398304,16.78735,1,-43830.81,205335.1,44032.04,86187.01,242274.7,2,462515.5,4789274
1567,NASIS,1974IA033061,40072,-93.362793,43.245636,22,41,37,Point,0.59187,1.280029,0.000006,7.214606,25.2897,1,-36726.69,209981.5,46019.67,91518.8,250231.1,6,470515.5,4788174
1568,NASIS,1974IA033062,40101,-93.372696,43.245552,22,41,37,Point,0.847496,-1.459961,-0.00003,8.939443,24.28311,5,-37462.11,209427.9,45661.91,90897.8,249431.5,2,469715.5,4788174
1569,NASIS,M75IA033089,27594,-93.365677,43.253971,20,48,32,Point,1.098716,11.63995,0.001042,8.472488,13.37689,1,-36563.64,210493.2,46734.36,91932.37,250062,2,470315.5,4789074
1570,NASIS,76IA195013,40220,-93.360184,43.270195,35.5,52.299999,12.2,Point,0.549513,-1.069946,0.000005,10.12551,3.675293,6,-35456.59,212142.5,48570.88,93468.13,250632.8,2,470815.5,4790874
1571,NASIS,76IA195046,40553,-93.312149,43.267628,24.4,39.299999,36.299999,Point,0.159116,-0.220032,0.000001,10.81488,4.691223,6,-31923.19,214626.5,50135.52,96297.3,254516.7,6,474715.5,4790574
1572,NASIS,1976IA195023,40221,-93.216934,43.274139,27.799999,52.799999,25.5,Point,1.338177,0.73999,0.000176,7.872311,9.855438,1,-24641.63,220556.1,54960.44,102849.3,262239.3,6,482415.5,4791274
1573,NASIS,1976IA195042,40519,-93.163078,43.292725,27.5,62.5,10,Point,0.905844,-1.349976,-0.000048,9.751771,16.39752,5,-19767.65,225172.8,59315.09,107645.4,266731.8,6,486815.5,4793374
1574,NASIS,1968IA195013,24980,-93.047714,43.26619,28.7,57.15,15.15,Point,0.584191,2.769958,0.000483,9.034523,31.12787,1,-13182.56,229930.8,63470.39,113729.2,275892.3,6,496115.5,4790374
1575,NASIS,M71_IA195_116,25970,-93.058411,43.255817,25.5,55.299999,19.200001,Point,2.298649,2.929993,0.000926,7.439909,22.11649,2,-14560.22,228526.3,62062.63,112386.7,274954,6,495215.5,4789274
1576,NASIS,1976IA195010,40220,-93.062958,43.288982,27.700001,60.400002,11.9,Point,0.745826,0.560059,0.00022,10.08797,25.93436,1,-12879.83,230723.3,64347.34,114053.5,274798.3,6,494915.5,4792874
1577,NASIS,76IA195012,40220,-93.058113,43.255676,25.5,55.299999,19.200001,Point,3.601161,3.060059,0.00034,7.369073,22.24054,3,-14541.66,228534.1,62068.43,112420,275050.6,6,495315.5,4789174
1578,NASIS,1976IA195030,40221,-93.02552,43.294903,31.299999,53.400002,15.3,Point,0.315003,-0.460022,0.000013,12.51452,35.22485,5,-9912.618,233410.9,66976.49,116954.6,277828.2,6,497915.5,4793574
1579,NASIS,1976IA195025,24449,-93.093037,43.296919,29.5,61.599998,8.9,Point,1.181085,0.719971,0.000038,9.082743,17.84515,1,-14723.11,229503.3,63272.43,112468.8,272344.8,6,492415.5,4793774
1580,NASIS,1969IA131062,25267,-92.731857,43.242363,27.6,69,3.4,Point,1.21853,-0.01001,-0.00022,9.201772,23.12863,5,5900,248054.9,82832.36,135154.2,301498.3,6,521815.5,4787774
1581,NCSS,87IA131003,6/1/1988,-92.658245,43.264167,29,52.6,18.4,Point,2.457473,5.450012,0.000434,7.323632,20.71561,2,12022.06,254202.4,89154.98,141516.1,307465.9,6,527715.5,4790174
1582,NCSS,87IA131005,6/1/1988,-92.659079,43.264167,23.5,60.9,15.6,Point,1.103386,4.709961,0.001802,9.544922,22.01974,1,12022.06,254202.4,89154.98,141516.1,307465.9,6,527715.5,4790174
1583,NCSS,87IA131004,6/1/1988,-92.658523,43.264167,24.7,58.3,17,Point,1.399216,6.070007,0.000943,7.323632,21.48602,1,12022.06,254202.4,89154.98,141516.1,307465.9,6,527715.5,4790174
1584,NASIS,M65IA131087,24078,-92.63414,43.261833,30,52,18,Point,0.603934,-1.019958,-0.001426,12.49663,0.359558,6,13619.1,255680.1,90817.67,143250.3,309458.4,6,529715.5,4789974
1585,NCSS,S1973IA089001,10/1/1973,-92.458054,43.269444,14.1,41.9,44,Point,0.923046,-1.109985,-0.000815,8.882845,1.913361,6,26389.77,267783.1,104024.3,156546.5,323780.2,6,544015.5,4790874
1586,NCSS,1965IA089920,12/10/2014,-92.476252,43.272679,16.9,35,48.1,Point,2.177033,-1.320007,-0.000272,7.295068,13.95142,4,25538.4,266789.3,102835.9,155357.5,322294.7,6,542515.5,4791274
1587,NCSS,S1973IA089001,10/1/1973,-92.458054,43.269444,14.1,41.9,44,Point,0.923046,-1.109985,-0.000815,8.882845,1.913361,6,26389.77,267783.1,104024.3,156546.5,323780.2,6,544015.5,4790874
1588,NCSS,S1969IA089001,7/10/1963,-92.458211,43.264907,29.5,49.6,20.9,Point,1.368722,-1.959961,-0.000156,19.24099,0.647583,6,26068.56,267495.7,103725.9,156336.7,323763.9,6,544015.5,4790374
1589,NCSS,S1965IA089919,12/12/2014,-92.37647,43.29305,14,39.6,46.4,Point,1.98452,-3.859985,-0.000338,8.606249,18.56027,4,33240.49,274739.2,109969.9,163670.2,330475.8,6,550615.5,4793574
1590,NCSS,S1965IA089922,12/10/2014,-92.36215,43.2806,27.5,55.2,17.3,Point,3.902755,-2.590027,0.000408,8.495679,20.83575,3,33337.67,274849.1,109422.7,164091.2,331520.9,6,551715.5,4792174
1591,NCSS,S1965IA089923,8/18/1964,-92.36005,43.28408,24,55.3,20.8,Point,9.955454,-2.73999,-0.0001,8.482426,18.85565,3,33725.95,275240.3,109865.8,164437.7,331735.6,6,551915.5,4792574
1592,NASIS,M74IA089_230,40275,-92.279709,43.268688,27.299999,50.700001,22,Point,0.971564,2.26001,0.000176,8.259939,29.84207,1,38505.32,279682.6,112308.7,169716.7,338172.5,6,558415.5,4790874
1593,NASIS,S1974IA089230,40275,-92.279709,43.268688,27.299999,50.700001,22,Point,0.971564,2.26001,0.000176,8.259939,29.84207,1,38505.32,279682.6,112308.7,169716.7,338172.5,6,558415.5,4790874
1594,NCSS,S1973IA089003,10/1/1973,-92.307503,43.264999,10.9,40.7,48.4,Point,2.222504,-3.779968,-0.004405,8.235601,0.675995,4,36361.79,277627.7,110660.1,167534.8,335961,6,556215.5,4790474
1595,NCSS,S1965IA089902,12/9/2014,-92.31068,43.26385,27.6,51.5,20.9,Point,7.40643,-0.559998,0.000151,7.708718,3.576324,3,36049.41,277322.5,110400.4,167219.5,335658.1,6,555915.5,4790374
1596,NCSS,1965IA089912,12/5/1966,-92.189387,43.255763,27.6,48.7,23.7,Point,0.43287,-0.010071,-0.000095,10.19781,2.5,6,43487.13,285188.5,115983.2,176078.4,345530.6,6,565815.5,4789574
1597,NCSS,S1965IA089938,12/5/1966,-92.09344,43.28553,16.7,39.6,43.7,Point,2.647844,2.549988,0.000716,7.950449,29.87051,2,51331.96,293461.2,123571.7,184452.3,353331.9,6,573515.5,4792874
1598,NCSS,S1973IA191001,10/1/1973,-91.994446,43.241665,20.9,47.6,31.5,Point,1.496214,-0.450012,0.000145,7.787631,2.389069,2,54835.21,297935.4,125588.6,190291.1,361290.8,6,581615.5,4788174
1599,NCSS,S1959IA191033,7/17/2014,-91.989788,43.241625,19.7,31.5,48.8,Point,3.909092,-3.310059,-0.002493,7.69405,1.148102,3,55166.11,298280,125868.9,190624.8,361690.7,6,582015.5,4788174
1600,NCSS,S1959IA191001,7/14/2014,-91.882344,43.250028,39,38,23,Point,3.198965,-7.789978,-0.00116,6.679195,18.9751,3,63063.22,306304.2,132798.7,198476.3,370411.8,6,590715.5,4789174
1601,NCSS,S1959IA191028,7/17/2014,-91.871578,43.255057,30,44,27,Point,4.67042,-7.049988,-0.000775,7.748385,3.304962,3,64143.12,307383.4,133866,199557.6,371326.7,6,591615.5,4789774
1602,NCSS,S1959IA191035,7/17/2014,-91.796103,43.257146,16,74,10,Point,1.491526,3.329956,-0.000946,19.38555,1.885834,4,69578.52,312835.7,138587.7,204896.7,377432.5,11,597715.5,4790074
